"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_goal_achieved","HR-PPO - rollout/perc_goal_achieved__MIN","HR-PPO - rollout/perc_goal_achieved__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_goal_achieved","PPO - rollout/perc_goal_achieved__MIN","PPO - rollout/perc_goal_achieved__MAX"
"29217421","2370","2370","2370","92.21854400634766","92.21854400634766","92.21854400634766","","","","","",""
"29243020","","","","","","","2218","2218","2218","96.96721649169922","96.96721649169922","96.96721649169922"
"29245637","2372","2372","2372","95.41984558105469","95.41984558105469","95.41984558105469","","","","","",""
"29271506","2374","2374","2374","92.62411499023438","92.62411499023438","92.62411499023438","","","","","",""
"29273455","","","","","","","2220","2220","2220","96.89922332763672","96.89922332763672","96.89922332763672"
"29291807","2376","2376","2376","92.69480895996094","92.69480895996094","92.69480895996094","","","","","",""
"29299761","","","","","","","2222","2222","2222","96.80000305175781","96.80000305175781","96.80000305175781"
"29313886","2378","2378","2378","93.94409942626953","93.94409942626953","93.94409942626953","","","","","",""
"29329536","","","","","","","2224","2224","2224","96.33928680419922","96.33928680419922","96.33928680419922"
"29340000","2380","2380","2380","93.12242126464844","93.12242126464844","93.12242126464844","","","","","",""
"29358165","","","","","","","2226","2226","2226","96.90345764160156","96.90345764160156","96.90345764160156"
"29366494","2382","2382","2382","94.6866455078125","94.6866455078125","94.6866455078125","","","","","",""
"29385702","","","","","","","2228","2228","2228","95.7983169555664","95.7983169555664","95.7983169555664"
"29387445","2384","2384","2384","93.8193359375","93.8193359375","93.8193359375","","","","","",""
"29407687","2386","2386","2386","91.45298767089844","91.45298767089844","91.45298767089844","","","","","",""
"29416058","","","","","","","2230","2230","2230","97.106689453125","97.106689453125","97.106689453125"
"29436264","2388","2388","2388","95.26184844970703","95.26184844970703","95.26184844970703","","","","","",""
"29449875","","","","","","","2232","2232","2232","98.29683685302734","98.29683685302734","98.29683685302734"
"29459533","2390","2390","2390","93.51988220214844","93.51988220214844","93.51988220214844","","","","","",""
"29480060","","","","","","","2234","2234","2234","98.01210021972656","98.01210021972656","98.01210021972656"
"29484697","2392","2392","2392","91.21037292480469","91.21037292480469","91.21037292480469","","","","","",""
"29506719","","","","","","","2236","2236","2236","97.18309783935547","97.18309783935547","97.18309783935547"
"29510692","2394","2394","2394","93.05354309082031","93.05354309082031","93.05354309082031","","","","","",""
"29536337","","","","","","","2238","2238","2238","97.79347229003906","97.79347229003906","97.79347229003906"
"29536986","2396","2396","2396","93.6742935180664","93.6742935180664","93.6742935180664","","","","","",""
"29558868","2398","2398","2398","90.93701934814453","90.93701934814453","90.93701934814453","","","","","",""
"29561641","","","","","","","2240","2240","2240","98.06122589111328","98.06122589111328","98.06122589111328"
"29580529","2400","2400","2400","93.70079040527344","93.70079040527344","93.70079040527344","","","","","",""
"29585634","","","","","","","2242","2242","2242","97.18309783935547","97.18309783935547","97.18309783935547"
"29606509","2402","2402","2402","94.9864501953125","94.9864501953125","94.9864501953125","","","","","",""
"29613455","","","","","","","2244","2244","2244","97.57986450195312","97.57986450195312","97.57986450195312"
"29637284","2404","2404","2404","95.84323120117188","95.84323120117188","95.84323120117188","","","","","",""
"29638543","","","","","","","2246","2246","2246","97.10444641113281","97.10444641113281","97.10444641113281"
"29665166","","","","","","","2248","2248","2248","96.2264175415039","96.2264175415039","96.2264175415039"
"29666467","2406","2406","2406","92.84009552001953","92.84009552001953","92.84009552001953","","","","","",""
"29688492","2408","2408","2408","92.46467590332031","92.46467590332031","92.46467590332031","","","","","",""
"29692134","","","","","","","2250","2250","2250","97.1482925415039","97.1482925415039","97.1482925415039"
"29714263","2410","2410","2410","93.17871856689453","93.17871856689453","93.17871856689453","","","","","",""
"29725433","","","","","","","2252","2252","2252","97.95249938964844","97.95249938964844","97.95249938964844"
"29740749","2412","2412","2412","92.89473724365234","92.89473724365234","92.89473724365234","","","","","",""
"29750614","","","","","","","2254","2254","2254","96.578369140625","96.578369140625","96.578369140625"
"29764096","2414","2414","2414","93.48837280273438","93.48837280273438","93.48837280273438","","","","","",""
"29778246","","","","","","","2256","2256","2256","97.5271987915039","97.5271987915039","97.5271987915039"
"29791950","2416","2416","2416","94.16243743896484","94.16243743896484","94.16243743896484","","","","","",""
"29803171","","","","","","","2258","2258","2258","96.39448547363281","96.39448547363281","96.39448547363281"
"29817336","2418","2418","2418","94.85396575927734","94.85396575927734","94.85396575927734","","","","","",""
"29830615","","","","","","","2260","2260","2260","96.29629516601562","96.29629516601562","96.29629516601562"
"29842604","2420","2420","2420","92.39598083496094","92.39598083496094","92.39598083496094","","","","","",""
"29862705","","","","","","","2262","2262","2262","97.55301666259766","97.55301666259766","97.55301666259766"
"29869525","2422","2422","2422","93.4753646850586","93.4753646850586","93.4753646850586","","","","","",""
"29889446","","","","","","","2264","2264","2264","97.02381134033203","97.02381134033203","97.02381134033203"
"29895816","2424","2424","2424","94.70108795166016","94.70108795166016","94.70108795166016","","","","","",""
"29920549","","","","","","","2266","2266","2266","96.6956558227539","96.6956558227539","96.6956558227539"
"29927105","2426","2426","2426","95.11363983154297","95.11363983154297","95.11363983154297","","","","","",""
"29948545","","","","","","","2268","2268","2268","96.39810180664062","96.39810180664062","96.39810180664062"
"29949227","2428","2428","2428","93.2258071899414","93.2258071899414","93.2258071899414","","","","","",""
"29971553","","","","","","","2270","2270","2270","96.02803802490234","96.02803802490234","96.02803802490234"
"29974467","2430","2430","2430","94.87179565429688","94.87179565429688","94.87179565429688","","","","","",""
"30000139","2432","2432","2432","94.06779479980469","94.06779479980469","94.06779479980469","","","","","",""
"30000240","","","","","","","2272","2272","2272","97.86839294433594","97.86839294433594","97.86839294433594"
"30023658","","","","","","","2274","2274","2274","97.28506469726562","97.28506469726562","97.28506469726562"
"30029180","2434","2434","2434","95.8230972290039","95.8230972290039","95.8230972290039","","","","","",""
"30049666","","","","","","","2276","2276","2276","97.4567642211914","97.4567642211914","97.4567642211914"
"30054728","2436","2436","2436","91.4923324584961","91.4923324584961","91.4923324584961","","","","","",""
"30079205","2438","2438","2438","94.67787170410156","94.67787170410156","94.67787170410156","","","","","",""
"30083817","","","","","","","2278","2278","2278","97.38095092773438","97.38095092773438","97.38095092773438"
"30101774","2440","2440","2440","90.92240142822266","90.92240142822266","90.92240142822266","","","","","",""
"30106142","","","","","","","2280","2280","2280","96.13196563720703","96.13196563720703","96.13196563720703"
"30132322","2442","2442","2442","94.372802734375","94.372802734375","94.372802734375","","","","","",""
"30140806","","","","","","","2282","2282","2282","98.3746109008789","98.3746109008789","98.3746109008789"
"30158214","2444","2444","2444","92.09370422363281","92.09370422363281","92.09370422363281","","","","","",""
"30165499","","","","","","","2284","2284","2284","96.66307830810547","96.66307830810547","96.66307830810547"
"30181522","2446","2446","2446","95.25267791748047","95.25267791748047","95.25267791748047","","","","","",""
"30193014","","","","","","","2286","2286","2286","96.58444213867188","96.58444213867188","96.58444213867188"
"30211101","2458","2458","2458","93.3579330444336","93.3579330444336","93.3579330444336","","","","","",""
"30224321","","","","","","","2288","2288","2288","97.0915298461914","97.0915298461914","97.0915298461914"
"30233400","2460","2460","2460","94.67742156982422","94.67742156982422","94.67742156982422","","","","","",""
"30254252","2462","2462","2462","92.59842681884766","92.59842681884766","92.59842681884766","","","","","",""
"30257891","","","","","","","2290","2290","2290","97.59229278564453","97.59229278564453","97.59229278564453"
"30279889","2464","2464","2464","94.26573181152344","94.26573181152344","94.26573181152344","","","","","",""
"30284759","","","","","","","2292","2292","2292","97.0220947265625","97.0220947265625","97.0220947265625"
"30304235","2466","2466","2466","93.4065933227539","93.4065933227539","93.4065933227539","","","","","",""
"30311717","","","","","","","2294","2294","2294","97.83037567138672","97.83037567138672","97.83037567138672"
"30325650","2468","2468","2468","94.20970153808594","94.20970153808594","94.20970153808594","","","","","",""
"30340816","","","","","","","2296","2296","2296","97.71897888183594","97.71897888183594","97.71897888183594"
"30345918","2470","2470","2470","92.83387756347656","92.83387756347656","92.83387756347656","","","","","",""
"30368297","2472","2472","2472","94.91255950927734","94.91255950927734","94.91255950927734","","","","","",""
"30373018","","","","","","","2298","2298","2298","97.67241668701172","97.67241668701172","97.67241668701172"
"30391862","2474","2474","2474","93.70629119873047","93.70629119873047","93.70629119873047","","","","","",""
"30401907","","","","","","","2300","2300","2300","96.75262451171875","96.75262451171875","96.75262451171875"
"30418901","2476","2476","2476","94.5477066040039","94.5477066040039","94.5477066040039","","","","","",""
"30427792","","","","","","","2302","2302","2302","96.7145767211914","96.7145767211914","96.7145767211914"
"30445712","2478","2478","2478","94.36619567871094","94.36619567871094","94.36619567871094","","","","","",""
"30453972","","","","","","","2304","2304","2304","97.1540756225586","97.1540756225586","97.1540756225586"
"30471384","2480","2480","2480","94.48925018310547","94.48925018310547","94.48925018310547","","","","","",""
"30482754","","","","","","","2306","2306","2306","97.0260238647461","97.0260238647461","97.0260238647461"
"30498575","2482","2482","2482","95.72864532470703","95.72864532470703","95.72864532470703","","","","","",""
"30506781","","","","","","","2308","2308","2308","97.43875122070312","97.43875122070312","97.43875122070312"
"30523053","2484","2484","2484","92.26519012451172","92.26519012451172","92.26519012451172","","","","","",""
"30532814","","","","","","","2310","2310","2310","96.73136138916016","96.73136138916016","96.73136138916016"
"30544402","2486","2486","2486","90.36544799804688","90.36544799804688","90.36544799804688","","","","","",""
"30563793","","","","","","","2312","2312","2312","98.2805404663086","98.2805404663086","98.2805404663086"
"30571607","2488","2488","2488","94.51371765136719","94.51371765136719","94.51371765136719","","","","","",""
"30586846","","","","","","","2314","2314","2314","96.40449523925781","96.40449523925781","96.40449523925781"
"30597926","2490","2490","2490","95.19230651855469","95.19230651855469","95.19230651855469","","","","","",""
"30615835","","","","","","","2316","2316","2316","97.32225036621094","97.32225036621094","97.32225036621094"
