"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/loss_kl_weighted","HR-PPO - regularize/loss_kl_weighted__MIN","HR-PPO - regularize/loss_kl_weighted__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/loss_kl_weighted","PPO - regularize/loss_kl_weighted__MIN","PPO - regularize/loss_kl_weighted__MAX"
"21139338","1726","1726","1726","0.060163162648677826","0.060163162648677826","0.060163162648677826","","","","","",""
"21150816","","","","","","","1616","1616","1616","0","0","0"
"21161369","1728","1728","1728","0.0515407957136631","0.0515407957136631","0.0515407957136631","","","","","",""
"21175899","","","","","","","1618","1618","1618","0","0","0"
"21181341","1730","1730","1730","0.07441022247076035","0.07441022247076035","0.07441022247076035","","","","","",""
"21202855","","","","","","","1620","1620","1620","0","0","0"
"21204884","1732","1732","1732","0.10744484513998032","0.10744484513998032","0.10744484513998032","","","","","",""
"21227857","","","","","","","1622","1622","1622","0","0","0"
"21236635","1734","1734","1734","0.05670123174786568","0.05670123174786568","0.05670123174786568","","","","","",""
"21254191","","","","","","","1624","1624","1624","0","0","0"
"21257805","1736","1736","1736","0.04326040297746658","0.04326040297746658","0.04326040297746658","","","","","",""
"21281105","","","","","","","1626","1626","1626","0","0","0"
"21286920","1738","1738","1738","0.06601085513830185","0.06601085513830185","0.06601085513830185","","","","","",""
"21314794","","","","","","","1638","1638","1638","0","0","0"
"21317465","1740","1740","1740","0.06197403371334076","0.06197403371334076","0.06197403371334076","","","","","",""
"21340540","","","","","","","1640","1640","1640","0","0","0"
"21348187","1742","1742","1742","0.05608070641756058","0.05608070641756058","0.05608070641756058","","","","","",""
"21371515","","","","","","","1642","1642","1642","0","0","0"
"21372614","1744","1744","1744","0.07698708772659302","0.07698708772659302","0.07698708772659302","","","","","",""
"21398756","","","","","","","1644","1644","1644","0","0","0"
"21399910","1746","1746","1746","0.05320374295115471","0.05320374295115471","0.05320374295115471","","","","","",""
"21422946","","","","","","","1646","1646","1646","0","0","0"
"21426758","1748","1748","1748","0.05464260280132294","0.05464260280132294","0.05464260280132294","","","","","",""
"21447370","","","","","","","1648","1648","1648","0","0","0"
"21448827","1750","1750","1750","0.061506692320108414","0.061506692320108414","0.061506692320108414","","","","","",""
"21472381","1752","1752","1752","0.05498688295483589","0.05498688295483589","0.05498688295483589","","","","","",""
"21473607","","","","","","","1650","1650","1650","0","0","0"
"21495868","1754","1754","1754","0.04005105048418045","0.04005105048418045","0.04005105048418045","","","","","",""
"21507467","","","","","","","1652","1652","1652","0","0","0"
"21515109","1756","1756","1756","0.0528692901134491","0.0528692901134491","0.0528692901134491","","","","","",""
"21538044","","","","","","","1654","1654","1654","0","0","0"
"21546614","1758","1758","1758","0.06174945831298828","0.06174945831298828","0.06174945831298828","","","","","",""
"21568339","","","","","","","1656","1656","1656","0","0","0"
"21573546","1760","1760","1760","0.03613264486193657","0.03613264486193657","0.03613264486193657","","","","","",""
"21593839","","","","","","","1658","1658","1658","0","0","0"
"21600075","1762","1762","1762","0.05013558268547058","0.05013558268547058","0.05013558268547058","","","","","",""
"21626413","","","","","","","1660","1660","1660","0","0","0"
"21631329","1764","1764","1764","0.062314681708812714","0.062314681708812714","0.062314681708812714","","","","","",""
"21655292","1766","1766","1766","0.07386597990989685","0.07386597990989685","0.07386597990989685","","","","","",""
"21657019","","","","","","","1662","1662","1662","0","0","0"
"21685601","1768","1768","1768","0.05245240405201912","0.05245240405201912","0.05245240405201912","","","","","",""
"21687227","","","","","","","1664","1664","1664","0","0","0"
"21711811","","","","","","","1666","1666","1666","0","0","0"
"21711827","1770","1770","1770","0.047479260712862015","0.047479260712862015","0.047479260712862015","","","","","",""
"21737406","","","","","","","1668","1668","1668","0","0","0"
"21741431","1772","1772","1772","0.0636928528547287","0.0636928528547287","0.0636928528547287","","","","","",""
"21755986","1774","1774","1774","0.06137256324291229","0.06137256324291229","0.06137256324291229","","","","","",""
"21761256","","","","","","","1670","1670","1670","0","0","0"
"21780196","1776","1776","1776","0.0672174021601677","0.0672174021601677","0.0672174021601677","","","","","",""
"21788927","","","","","","","1672","1672","1672","0","0","0"
"21806557","1778","1778","1778","0.055012572556734085","0.055012572556734085","0.055012572556734085","","","","","",""
"21812270","","","","","","","1674","1674","1674","0","0","0"
"21835282","1780","1780","1780","0.06175285577774048","0.06175285577774048","0.06175285577774048","","","","","",""
"21840443","","","","","","","1676","1676","1676","0","0","0"
"21860447","1782","1782","1782","0.061407700181007385","0.061407700181007385","0.061407700181007385","","","","","",""
"21866347","","","","","","","1678","1678","1678","0","0","0"
"21886032","1784","1784","1784","0.04889532923698425","0.04889532923698425","0.04889532923698425","","","","","",""
"21894044","","","","","","","1680","1680","1680","0","0","0"
"21907874","1786","1786","1786","0.05805390328168869","0.05805390328168869","0.05805390328168869","","","","","",""
"21921838","","","","","","","1682","1682","1682","0","0","0"
"21937705","1788","1788","1788","0.060129232704639435","0.060129232704639435","0.060129232704639435","","","","","",""
"21953077","","","","","","","1684","1684","1684","0","0","0"
"21958408","1790","1790","1790","0.060558829456567764","0.060558829456567764","0.060558829456567764","","","","","",""
"21986158","","","","","","","1686","1686","1686","0","0","0"
"21989828","1792","1792","1792","0.053641416132450104","0.053641416132450104","0.053641416132450104","","","","","",""
"22010715","","","","","","","1688","1688","1688","0","0","0"
"22014178","1794","1794","1794","0.05989513173699379","0.05989513173699379","0.05989513173699379","","","","","",""
"22041484","1796","1796","1796","0.05094259977340698","0.05094259977340698","0.05094259977340698","","","","","",""
"22041553","","","","","","","1690","1690","1690","0","0","0"
"22071261","","","","","","","1692","1692","1692","0","0","0"
"22074917","1798","1798","1798","0.06066470965743065","0.06066470965743065","0.06066470965743065","","","","","",""
"22095166","1800","1800","1800","0.05739545077085495","0.05739545077085495","0.05739545077085495","","","","","",""
"22096737","","","","","","","1694","1694","1694","0","0","0"
"22120646","1802","1802","1802","0.04459516331553459","0.04459516331553459","0.04459516331553459","","","","","",""
"22124436","","","","","","","1696","1696","1696","0","0","0"
"22142431","1804","1804","1804","0.05511535704135895","0.05511535704135895","0.05511535704135895","","","","","",""
"22151422","","","","","","","1698","1698","1698","0","0","0"
"22165945","1806","1806","1806","0.06649567186832428","0.06649567186832428","0.06649567186832428","","","","","",""
"22173868","","","","","","","1700","1700","1700","0","0","0"
"22189517","1808","1808","1808","0.05769972503185272","0.05769972503185272","0.05769972503185272","","","","","",""
"22202999","","","","","","","1702","1702","1702","0","0","0"
"22212947","1810","1810","1810","0.06997363269329071","0.06997363269329071","0.06997363269329071","","","","","",""
"22223694","","","","","","","1704","1704","1704","0","0","0"
"22235523","1812","1812","1812","0.0574694387614727","0.0574694387614727","0.0574694387614727","","","","","",""
"22254803","","","","","","","1706","1706","1706","0","0","0"
"22259698","1814","1814","1814","0.06330593675374985","0.06330593675374985","0.06330593675374985","","","","","",""
"22285043","","","","","","","1708","1708","1708","0","0","0"
"22288215","1816","1816","1816","0.057813290506601334","0.057813290506601334","0.057813290506601334","","","","","",""
"22310167","1818","1818","1818","0.053080834448337555","0.053080834448337555","0.053080834448337555","","","","","",""
"22316766","","","","","","","1710","1710","1710","0","0","0"
"22330401","1820","1820","1820","0.05520401895046234","0.05520401895046234","0.05520401895046234","","","","","",""
"22342594","","","","","","","1712","1712","1712","0","0","0"
"22358559","1822","1822","1822","0.05082368850708008","0.05082368850708008","0.05082368850708008","","","","","",""
"22369638","","","","","","","1714","1714","1714","0","0","0"
"22383815","1824","1824","1824","0.06369300186634064","0.06369300186634064","0.06369300186634064","","","","","",""
"22398308","","","","","","","1716","1716","1716","0","0","0"
"22412984","1826","1826","1826","0.05772920697927475","0.05772920697927475","0.05772920697927475","","","","","",""
"22427099","","","","","","","1718","1718","1718","0","0","0"
"22435512","1828","1828","1828","0.05849245935678482","0.05849245935678482","0.05849245935678482","","","","","",""
"22448938","","","","","","","1720","1720","1720","0","0","0"
"22458509","1830","1830","1830","0.056950464844703674","0.056950464844703674","0.056950464844703674","","","","","",""
"22476571","","","","","","","1722","1722","1722","0","0","0"
"22479399","1832","1832","1832","0.050297435373067856","0.050297435373067856","0.050297435373067856","","","","","",""
"22503128","1834","1834","1834","0.061759401112794876","0.061759401112794876","0.061759401112794876","","","","","",""
"22504114","","","","","","","1724","1724","1724","0","0","0"
"22528059","1836","1836","1836","0.05763116106390953","0.05763116106390953","0.05763116106390953","","","","","",""
"22531177","","","","","","","1726","1726","1726","0","0","0"
"22546950","1838","1838","1838","0.05184464901685715","0.05184464901685715","0.05184464901685715","","","","","",""
"22560727","","","","","","","1728","1728","1728","0","0","0"
"22569860","1840","1840","1840","0.05543961003422737","0.05543961003422737","0.05543961003422737","","","","","",""
"22588709","","","","","","","1730","1730","1730","0","0","0"
"22595809","1842","1842","1842","0.05791686102747917","0.05791686102747917","0.05791686102747917","","","","","",""
"22623146","","","","","","","1732","1732","1732","0","0","0"
"22626765","1844","1844","1844","0.0555885024368763","0.0555885024368763","0.0555885024368763","","","","","",""
"22648645","","","","","","","1734","1734","1734","0","0","0"
"22649234","1846","1846","1846","0.05918723717331886","0.05918723717331886","0.05918723717331886","","","","","",""
"22675050","","","","","","","1736","1736","1736","0","0","0"
"22678366","1848","1848","1848","0.05800255388021469","0.05800255388021469","0.05800255388021469","","","","","",""
"22705945","1850","1850","1850","0.05662017688155174","0.05662017688155174","0.05662017688155174","","","","","",""
"22707343","","","","","","","1738","1738","1738","0","0","0"
"22732027","1852","1852","1852","0.05906343087553978","0.05906343087553978","0.05906343087553978","","","","","",""
"22732918","","","","","","","1740","1740","1740","0","0","0"
"22760536","","","","","","","1742","1742","1742","0","0","0"
"22763949","1854","1854","1854","0.05595949664711952","0.05595949664711952","0.05595949664711952","","","","","",""
"22783223","","","","","","","1744","1744","1744","0","0","0"
"22788016","1856","1856","1856","0.05841083079576492","0.05841083079576492","0.05841083079576492","","","","","",""
"22809531","","","","","","","1746","1746","1746","0","0","0"
"22818291","1858","1858","1858","0.050457973033189774","0.050457973033189774","0.050457973033189774","","","","","",""
"22838064","","","","","","","1748","1748","1748","0","0","0"
"22843663","1860","1860","1860","0.05796303227543831","0.05796303227543831","0.05796303227543831","","","","","",""
"22865010","","","","","","","1750","1750","1750","0","0","0"
"22865146","1862","1862","1862","0.053056422621011734","0.053056422621011734","0.053056422621011734","","","","","",""
"22889802","","","","","","","1752","1752","1752","0","0","0"
"22895125","1864","1864","1864","0.06112544611096382","0.06112544611096382","0.06112544611096382","","","","","",""
"22913054","","","","","","","1754","1754","1754","0","0","0"
"22919809","1866","1866","1866","0.046398669481277466","0.046398669481277466","0.046398669481277466","","","","","",""
